held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design
7435_liver_sham_Male_10-U1,49.99999999999999,0.020994313329781394,4215,-5975.692141354921,-1.4177205554815946,0.999559238807811,0.9975649558176359,-5980.825917581064,-1.4189385332339415,5.1337762261428,Biliary/ductular,emt_ecm,exponential,naive
7259_liver_sbr_Male_26-U1,6.999999999999999,-0.012546626655152956,31135,-43102.229097345305,-1.3843657972489258,0.869763514487107,0.9310118562159442,-43100.6059396935,-1.3843136643550185,-1.623157651803922,Biliary/ductular,emt_ecm,gaussian,ctrl
7260_liver_sbr_Male_26-U1,14.178039470333344,-0.01000964039490048,27611,-38059.03538824833,-1.3784011947502204,0.8785181782524759,0.9210949254221454,-38060.60122516588,-1.378457905369812,1.5658369175507687,Biliary/ductular,emt_ecm,gaussian,ctrl
7001_liver_sham_Male_52-U1,17.345738419684505,-0.009267832258320913,21822,-29151.83630215333,-1.3358920494067148,0.9012900476806267,0.8452397269678524,-29153.029382926925,-1.335946722707677,1.193080773595284,Biliary/ductular,emt_ecm,gaussian,ctrl
7248_liver_sham_Male_26-U1,14.911122358641625,-0.00872319558132364,7950,-10768.719812318524,-1.3545559512350345,0.8889439219776121,0.8791231320989744,-10769.997676870687,-1.3547166889145519,1.2778645521630096,Biliary/ductular,emt_ecm,gaussian,ctrl
7352_liver_sham_Male_2-U1,12.818224546846722,-0.009823603051936696,3903,-5235.579334412589,-1.3414243746893642,0.8891748122095071,0.8557607839198992,-5235.841483285707,-1.3414915406829893,0.262148873118349,Biliary/ductular,emt_ecm,gaussian,ctrl
7435_liver_sham_Male_10-U1,12.18803582947357,-0.01063267055386066,4215,-5618.861412686065,-1.3330632058567176,0.8899590369786974,0.8408438194263118,-5618.284357063878,-1.3329263006082748,-0.5770556221868901,Biliary/ductular,emt_ecm,gaussian,ctrl
7259_liver_sbr_Male_26-U1,25.962470509255517,0.024270410041689835,31135,-44171.74711334518,-1.418716785397308,0.9994109471964082,0.9995565977245707,-44178.65123314173,-1.4189385332629432,6.904119796548912,Biliary/ductular,emt_ecm,gaussian,naive
7260_liver_sbr_Male_26-U1,15.682109678112967,0.024104307082733683,27611,-39173.16447808214,-1.4187521088726283,0.9994189823800612,0.9996272072501197,-39178.31184176303,-1.4189385332571451,5.147363680895069,Biliary/ductular,emt_ecm,gaussian,naive
7001_liver_sham_Male_52-U1,20.177866835741543,0.02454261501747654,21822,-30960.06699601413,-1.4187547885626492,0.9993976600481038,0.9996325592420958,-30964.07667256707,-1.4189385332493387,4.00967655293789,Biliary/ductular,emt_ecm,gaussian,naive
