held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7248_liver_sham_Male_26-U1,11.58882939190469,0.03605995071843646,8094,-11494.95666499179,-1.420182439460315,0.9986996799541838,1.0024838571343788,-11484.888488007535,-1.4189385332354256,-10.068176984255842,Biliary/ductular,interferon_response,near,naive,6
7352_liver_sham_Male_2-U1,10.477345453252495,0.03192692059647249,3935,-5582.091499510332,-1.418574713979754,0.9989806717412266,0.9992725923404437,-5583.523128270963,-1.4189385332327733,1.4316287606307014,Biliary/ductular,interferon_response,near,naive,6
7435_liver_sham_Male_10-U1,11.58882939190469,0.029546125533038037,3839,-5439.261054823605,-1.4168432026109938,0.999127026465986,0.9958125101781511,-5447.305029080398,-1.4189385332327162,8.043974256792353,Biliary/ductular,interferon_response,near,naive,6
7259_liver_sbr_Male_26-U1,14.911122358641625,0.060208666856573646,32233,-45765.896314904516,-1.4198460061087865,0.9963749164353541,1.0018020334773536,-45736.64574263481,-1.418938533262024,-29.25057226970239,Biliary/ductular,interferon_response,sup,naive,6
7260_liver_sbr_Male_26-U1,28.716686174618605,0.04646917172936996,27995,-39712.51591950254,-1.4185574538132717,0.9978406160787865,0.9992372125825231,-39723.18423848251,-1.4189385332553137,10.668318979965989,Biliary/ductular,interferon_response,sup,naive,6
7001_liver_sham_Male_52-U1,12.818224546846722,0.035245455610717666,22161,-31397.47669133882,-1.4167897067523496,0.9987577578587928,0.9957067928613635,-31445.09683530553,-1.4189385332478466,47.62014396670929,Biliary/ductular,interferon_response,sup,naive,6
7248_liver_sham_Male_26-U1,15.682109678112967,0.05078884957633322,8094,-11501.060490217214,-1.4209365567355097,0.9974204927587126,1.0039826272264707,-11484.888488007535,-1.4189385332354256,-16.172002209679704,Biliary/ductular,interferon_response,sup,naive,6
7352_liver_sham_Male_2-U1,14.911122358641625,0.044622495024045174,3935,-5576.081403954891,-1.417047370763632,0.998008832937829,0.9962231653688,-5583.523128270963,-1.4189385332327733,7.441724316071486,Biliary/ductular,interferon_response,sup,naive,6
7435_liver_sham_Male_10-U1,15.682109678112967,0.040912975986089145,3839,-5425.7513183759565,-1.4133241256514604,0.9983261283959617,0.9887882752270435,-5447.305029080398,-1.4189385332327162,21.553710704441073,Biliary/ductular,interferon_response,sup,naive,6
7259_liver_sbr_Male_26-U1,49.99999999999999,0.01835228758855457,32233,-44281.04640162806,-1.3737798654058901,0.8710702565824743,0.9126518219926486,-44288.74966375538,-1.3740188522245953,7.70326212731743,Biliary/ductular,oxidative_stress,near,ctrl,6
7260_liver_sbr_Male_26-U1,11.019082036984365,0.015112347493207529,27995,-39124.299012590025,-1.3975459550844802,0.857956600915573,0.9527283001259652,-39131.48461587117,-1.397802629607829,7.18560328114836,Biliary/ductular,oxidative_stress,near,ctrl,6
7001_liver_sham_Male_52-U1,38.85968176362148,0.02331154593883908,22161,-29824.59084149178,-1.345814306280934,0.8899812317895911,0.8635443903756449,-29821.30748623544,-1.345666147115899,-3.2833552563388366,Biliary/ductular,oxidative_stress,near,ctrl,6
7248_liver_sham_Male_26-U1,35.13265199376635,0.020487543854098667,8094,-10357.299943849903,-1.2796268771744381,0.8966367853114746,0.7445909610076927,-10356.983911061758,-1.2795878318583838,-0.31603278814509395,Biliary/ductular,oxidative_stress,near,ctrl,6
7352_liver_sham_Male_2-U1,49.99999999999999,0.01951130029671248,3935,-5112.349805173138,-1.2991994422295141,0.8880351051063025,0.7807859001480703,-5112.967312120843,-1.2993563690268979,0.6175069477058059,Biliary/ductular,oxidative_stress,near,ctrl,6
7435_liver_sham_Male_10-U1,45.204502969779604,0.019947519848839478,3839,-4990.203252320995,-1.299870604928626,0.8878781682591178,0.7819971091757684,-4989.963834985394,-1.29980824042339,-0.2394173356005922,Biliary/ductular,oxidative_stress,near,ctrl,6
7259_liver_sbr_Male_26-U1,49.99999999999999,0.032970554848555295,32233,-44267.327640223244,-1.3733542531015805,0.8705224343590062,0.9118844036661358,-44288.74966375538,-1.3740188522245953,21.422023532133608,Biliary/ductular,oxidative_stress,sup,ctrl,6
7260_liver_sbr_Male_26-U1,49.99999999999999,0.028414387879965586,27995,-39105.641846388724,-1.3968795087118673,0.8575265572303193,0.9515374034403025,-39131.48461587117,-1.397802629607829,25.842769482449512,Biliary/ductular,oxidative_stress,sup,ctrl,6
7001_liver_sham_Male_52-U1,49.99999999999999,0.036381599822624525,22161,-29815.53740386355,-1.3454057760869793,0.8894352154147015,0.8628336509931521,-29821.30748623544,-1.345666147115899,5.770082371891476,Biliary/ductular,oxidative_stress,sup,ctrl,6
7248_liver_sham_Male_26-U1,49.99999999999999,0.036536102760368706,8094,-10356.189570797846,-1.279489692463287,0.896013416408839,0.7444507338167907,-10356.983911061758,-1.2795878318583838,0.7943402639120904,Biliary/ductular,oxidative_stress,sup,ctrl,6
