gene_name,gene_id,feature_type
MYH10,ENSG00000133026,Gene Expression
MYH11,ENSG00000133392,Gene Expression
MYH13,ENSG00000006788,Gene Expression
MYH2,ENSG00000125414,Gene Expression
MYH4,ENSG00000264424,Gene Expression
MYH9,ENSG00000100345,Gene Expression
MYLIP,ENSG00000007944,Gene Expression
MYLK,ENSG00000065534,Gene Expression
MYLK2,ENSG00000101306,Gene Expression
MYLK3,ENSG00000140795,Gene Expression
MYNN,ENSG00000085274,Gene Expression
MYO15A,ENSG00000091536,Gene Expression
MYO18B,ENSG00000133454,Gene Expression
MYO1B,ENSG00000128641,Gene Expression
MYO1C,ENSG00000197879,Gene Expression
MYO1D,ENSG00000176658,Gene Expression
MYO1E,ENSG00000157483,Gene Expression
MYO1F,ENSG00000142347,Gene Expression
MYO5A,ENSG00000197535,Gene Expression
MYO5B,ENSG00000167306,Gene Expression
MYO6,ENSG00000196586,Gene Expression
MYOD1,ENSG00000129152,Gene Expression
MYOF,ENSG00000138119,Gene Expression
MYOT,ENSG00000120729,Gene Expression
MZB1,ENSG00000170476,Gene Expression
MZF1,ENSG00000099326,Gene Expression
N4BP2,ENSG00000078177,Gene Expression
NAA15,ENSG00000164134,Gene Expression
NAA16,ENSG00000172766,Gene Expression
NAA40,ENSG00000110583,Gene Expression
NAAA,ENSG00000138744,Gene Expression
NACC2,ENSG00000148411,Gene Expression
NAIF1,ENSG00000171169,Gene Expression
NAIP,ENSG00000249437,Gene Expression
NANOG,ENSG00000111704,Gene Expression
NAP1L3,ENSG00000186310,Gene Expression
NAP1L4,ENSG00000205531,Gene Expression
NAP1L5,ENSG00000177432,Gene Expression
NAT1,ENSG00000171428,Gene Expression
NAT10,ENSG00000135372,Gene Expression
NAT2,ENSG00000156006,Gene Expression
NAV1,ENSG00000134369,Gene Expression
NAV2,ENSG00000166833,Gene Expression
NBL1,ENSG00000158747,Gene Expression
NBN,ENSG00000104320,Gene Expression
NBPF3,ENSG00000142794,Gene Expression
NCAM1,ENSG00000149294,Gene Expression
NCBP1,ENSG00000136937,Gene Expression
NCBP3,ENSG00000074356,Gene Expression
NCEH1,ENSG00000144959,Gene Expression
NCF1,ENSG00000158517,Gene Expression
NCF2,ENSG00000116701,Gene Expression
NCF4,ENSG00000100365,Gene Expression
NCK1,ENSG00000158092,Gene Expression
NCLN,ENSG00000125912,Gene Expression
NCOA1,ENSG00000084676,Gene Expression
NCOA2,ENSG00000140396,Gene Expression
NCOA3,ENSG00000124151,Gene Expression
NCOA4,ENSG00000266412,Gene Expression
NCOR1,ENSG00000141027,Gene Expression
NCOR2,ENSG00000196498,Gene Expression
NCR1,ENSG00000189430,Gene Expression
NCR2,ENSG00000096264,Gene Expression
NCR3,ENSG00000204475,Gene Expression
NCS1,ENSG00000107130,Gene Expression
NCSTN,ENSG00000162736,Gene Expression
NDNF,ENSG00000173376,Gene Expression
NDP,ENSG00000124479,Gene Expression
NDRG1,ENSG00000104419,Gene Expression
NDRG2,ENSG00000165795,Gene Expression
NDRG4,ENSG00000103034,Gene Expression
NDST4,ENSG00000138653,Gene Expression
NDUFA3,ENSG00000170906,Gene Expression
NDUFA4L2,ENSG00000185633,Gene Expression
NDUFAB1,ENSG00000004779,Gene Expression
NEBL,ENSG00000078114,Gene Expression
NECAB2,ENSG00000103154,Gene Expression
NECTIN1,ENSG00000110400,Gene Expression
NECTIN2,ENSG00000130202,Gene Expression
NECTIN3,ENSG00000177707,Gene Expression
NEDD4,ENSG00000069869,Gene Expression
NEDD4L,ENSG00000049759,Gene Expression
NEDD9,ENSG00000111859,Gene Expression
NEFH,ENSG00000100285,Gene Expression
NEFL,ENSG00000277586,Gene Expression
NEFM,ENSG00000104722,Gene Expression
NEIL3,ENSG00000109674,Gene Expression
NEK1,ENSG00000137601,Gene Expression
NEK11,ENSG00000114670,Gene Expression
NEK2,ENSG00000117650,Gene Expression
NEK3,ENSG00000136098,Gene Expression
NEK4,ENSG00000114904,Gene Expression
NEK5,ENSG00000197168,Gene Expression
NEK6,ENSG00000119408,Gene Expression
NEK8,ENSG00000160602,Gene Expression
NELL1,ENSG00000165973,Gene Expression
NEMP1,ENSG00000166881,Gene Expression
NEPRO,ENSG00000163608,Gene Expression
NES,ENSG00000132688,Gene Expression
NETO1,ENSG00000166342,Gene Expression
NEURL4,ENSG00000215041,Gene Expression
NEUROD1,ENSG00000162992,Gene Expression
NEUROD2,ENSG00000171532,Gene Expression
NEUROG2,ENSG00000178403,Gene Expression
NEXN,ENSG00000162614,Gene Expression
NF1,ENSG00000196712,Gene Expression
NF2,ENSG00000186575,Gene Expression
NFAT5,ENSG00000102908,Gene Expression
NFATC1,ENSG00000131196,Gene Expression
NFATC2,ENSG00000101096,Gene Expression
NFATC3,ENSG00000072736,Gene Expression
NFATC4,ENSG00000100968,Gene Expression
NFE2L1,ENSG00000082641,Gene Expression
NFE2L2,ENSG00000116044,Gene Expression
NFE2L3,ENSG00000050344,Gene Expression
NFKB1,ENSG00000109320,Gene Expression
NFKB2,ENSG00000077150,Gene Expression
NFX1,ENSG00000086102,Gene Expression
NGB,ENSG00000165553,Gene Expression
NGDN,ENSG00000129460,Gene Expression
NGF,ENSG00000134259,Gene Expression
NGFR,ENSG00000064300,Gene Expression
NHLH2,ENSG00000177551,Gene Expression
NIBAN1,ENSG00000135842,Gene Expression
NIFK,ENSG00000155438,Gene Expression
NIN,ENSG00000100503,Gene Expression
NINJ1,ENSG00000131669,Gene Expression
NIPSNAP1,ENSG00000184117,Gene Expression
NIPSNAP3A,ENSG00000136783,Gene Expression
NKAPD1,ENSG00000150776,Gene Expression
NKAPL,ENSG00000189134,Gene Expression
NKG7,ENSG00000105374,Gene Expression
NKRF,ENSG00000186416,Gene Expression
NKX2-1,ENSG00000136352,Gene Expression
NKX2-3,ENSG00000119919,Gene Expression
NKX2-4,ENSG00000125816,Gene Expression
NKX2-8,ENSG00000136327,Gene Expression
NKX3-1,ENSG00000167034,Gene Expression
NLE1,ENSG00000073536,Gene Expression
NLGN3,ENSG00000196338,Gene Expression
NLRC5,ENSG00000140853,Gene Expression
NLRP1,ENSG00000091592,Gene Expression
NLRP11,ENSG00000179873,Gene Expression
NLRP2,ENSG00000022556,Gene Expression
NLRP3,ENSG00000162711,Gene Expression
NLRP5,ENSG00000171487,Gene Expression
NLRP6,ENSG00000174885,Gene Expression
NLRP7,ENSG00000167634,Gene Expression
NLRP9,ENSG00000185792,Gene Expression
NMB,ENSG00000197696,Gene Expression
NME1,ENSG00000239672,Gene Expression
NMNAT1,ENSG00000173614,Gene Expression
NMU,ENSG00000109255,Gene Expression
NNAT,ENSG00000053438,Gene Expression
NOA1,ENSG00000084092,Gene Expression
NOC3L,ENSG00000173145,Gene Expression
NOD1,ENSG00000106100,Gene Expression
NOD2,ENSG00000167207,Gene Expression
NODAL,ENSG00000156574,Gene Expression
NOL4,ENSG00000101746,Gene Expression
NOL4L,ENSG00000197183,Gene Expression
NOLC1,ENSG00000166197,Gene Expression
NOM1,ENSG00000146909,Gene Expression
NOMO3,ENSG00000103226,Gene Expression
NONO,ENSG00000147140,Gene Expression
NOP2,ENSG00000111641,Gene Expression
NORAD,ENSG00000260032,Gene Expression
NOS1,ENSG00000089250,Gene Expression
NOS1AP,ENSG00000198929,Gene Expression
NOS2,ENSG00000007171,Gene Expression
NOS3,ENSG00000164867,Gene Expression
NOSTRIN,ENSG00000163072,Gene Expression
NOTCH1,ENSG00000148400,Gene Expression
NOTCH2,ENSG00000134250,Gene Expression
NOTCH2NLA,ENSG00000264343,Gene Expression
NOTCH3,ENSG00000074181,Gene Expression
NOTCH4,ENSG00000204301,Gene Expression
NOX1,ENSG00000007952,Gene Expression
NOX4,ENSG00000086991,Gene Expression
NPAS4,ENSG00000174576,Gene Expression
NPAT,ENSG00000149308,Gene Expression
NPC1,ENSG00000141458,Gene Expression
NPC1L1,ENSG00000015520,Gene Expression
NPFFR2,ENSG00000056291,Gene Expression
NPM3,ENSG00000107833,Gene Expression
NPNT,ENSG00000168743,Gene Expression
NPPA,ENSG00000175206,Gene Expression
NPPB,ENSG00000120937,Gene Expression
NPPC,ENSG00000163273,Gene Expression
NPR1,ENSG00000169418,Gene Expression
NPR3,ENSG00000113389,Gene Expression
NPSR1,ENSG00000187258,Gene Expression
NPTN,ENSG00000156642,Gene Expression
NPTX2,ENSG00000106236,Gene Expression
NPY1R,ENSG00000164128,Gene Expression
NPY2R,ENSG00000185149,Gene Expression
NQO1,ENSG00000181019,Gene Expression
NQO2,ENSG00000124588,Gene Expression
NR0B1,ENSG00000169297,Gene Expression
NR0B2,ENSG00000131910,Gene Expression
NR1H2,ENSG00000131408,Gene Expression
NR1H3,ENSG00000025434,Gene Expression
NR1H4,ENSG00000012504,Gene Expression
NR1I2,ENSG00000144852,Gene Expression
NR1I3,ENSG00000143257,Gene Expression
NR2C2,ENSG00000177463,Gene Expression
NR2E3,ENSG00000278570,Gene Expression
NR3C1,ENSG00000113580,Gene Expression
NR3C2,ENSG00000151623,Gene Expression
NR4A1,ENSG00000123358,Gene Expression
NR4A3,ENSG00000119508,Gene Expression
NR5A1,ENSG00000136931,Gene Expression
NR5A2,ENSG00000116833,Gene Expression
NR6A1,ENSG00000148200,Gene Expression
NRAS,ENSG00000213281,Gene Expression
NRDE2,ENSG00000119720,Gene Expression
NREP,ENSG00000134986,Gene Expression
NRF1,ENSG00000106459,Gene Expression
NRIP1,ENSG00000180530,Gene Expression
NRK,ENSG00000123572,Gene Expression
NRN1,ENSG00000124785,Gene Expression
NRP1,ENSG00000099250,Gene Expression
NRP2,ENSG00000118257,Gene Expression
NRROS,ENSG00000174004,Gene Expression
NRSN1,ENSG00000152954,Gene Expression
NRSN2,ENSG00000125841,Gene Expression
NRXN2,ENSG00000110076,Gene Expression
NSD2,ENSG00000109685,Gene Expression
NSUN2,ENSG00000037474,Gene Expression
NSUN5,ENSG00000130305,Gene Expression
NT5C2,ENSG00000076685,Gene Expression
NT5DC2,ENSG00000168268,Gene Expression
NT5DC3,ENSG00000111696,Gene Expression
NT5E,ENSG00000135318,Gene Expression
NTF3,ENSG00000185652,Gene Expression
NTMT1,ENSG00000148335,Gene Expression
NTN1,ENSG00000065320,Gene Expression
NTN4,ENSG00000074527,Gene Expression
NTNG2,ENSG00000196358,Gene Expression
NTPCR,ENSG00000135778,Gene Expression
NTRK1,ENSG00000198400,Gene Expression
NTRK2,ENSG00000148053,Gene Expression
NTS,ENSG00000133636,Gene Expression
NTSR1,ENSG00000101188,Gene Expression
NTSR2,ENSG00000169006,Gene Expression
NUAK2,ENSG00000163545,Gene Expression
NUCB2,ENSG00000070081,Gene Expression
NUDCD1,ENSG00000120526,Gene Expression
NUDCD2,ENSG00000170584,Gene Expression
NUDT1,ENSG00000106268,Gene Expression
NUDT16L1,ENSG00000168101,Gene Expression
NUDT21,ENSG00000167005,Gene Expression
NUMA1,ENSG00000137497,Gene Expression
NUMB,ENSG00000133961,Gene Expression
NUP107,ENSG00000111581,Gene Expression
NUP153,ENSG00000124789,Gene Expression
NUP214,ENSG00000126883,Gene Expression
NUP62,ENSG00000213024,Gene Expression
NUP93,ENSG00000102900,Gene Expression
NUP98,ENSG00000110713,Gene Expression
NUSAP1,ENSG00000137804,Gene Expression
NUTF2,ENSG00000102898,Gene Expression
NVL,ENSG00000143748,Gene Expression
NXF1,ENSG00000162231,Gene Expression
NXF3,ENSG00000147206,Gene Expression
NXN,ENSG00000167693,Gene Expression
NXPH2,ENSG00000144227,Gene Expression
NXPH4,ENSG00000182379,Gene Expression
NXT2,ENSG00000101888,Gene Expression
NYX,ENSG00000188937,Gene Expression
OAS1,ENSG00000089127,Gene Expression
OAS3,ENSG00000111331,Gene Expression
OBP2A,ENSG00000122136,Gene Expression
OCLN,ENSG00000197822,Gene Expression
OCM2,ENSG00000135175,Gene Expression
OCRL,ENSG00000122126,Gene Expression
ODF2L,ENSG00000122417,Gene Expression
ODR4,ENSG00000157181,Gene Expression
OGDH,ENSG00000105953,Gene Expression
OGFR,ENSG00000060491,Gene Expression
OGG1,ENSG00000114026,Gene Expression
OGT,ENSG00000147162,Gene Expression
OIT3,ENSG00000138315,Gene Expression
OLFM1,ENSG00000130558,Gene Expression
OLFM2,ENSG00000105088,Gene Expression
OLFML3,ENSG00000116774,Gene Expression
OLIG1,ENSG00000184221,Gene Expression
OLIG2,ENSG00000205927,Gene Expression
OLR1,ENSG00000173391,Gene Expression
ONECUT3,ENSG00000205922,Gene Expression
OPALIN,ENSG00000197430,Gene Expression
OPN1LW,ENSG00000102076,Gene Expression
OPRD1,ENSG00000116329,Gene Expression
OPRK1,ENSG00000082556,Gene Expression
OPRL1,ENSG00000125510,Gene Expression
OPRM1,ENSG00000112038,Gene Expression
OPRPN,ENSG00000171199,Gene Expression
OPTN,ENSG00000123240,Gene Expression
ORAI2,ENSG00000160991,Gene Expression
ORAI3,ENSG00000175938,Gene Expression
ORC6,ENSG00000091651,Gene Expression
OSBP2,ENSG00000184792,Gene Expression
OSCP1,ENSG00000116885,Gene Expression
OSGIN1,ENSG00000140961,Gene Expression
OSGIN2,ENSG00000164823,Gene Expression
OSM,ENSG00000099985,Gene Expression
OSR2,ENSG00000164920,Gene Expression
OTOF,ENSG00000115155,Gene Expression
OTUB1,ENSG00000167770,Gene Expression
OTX2,ENSG00000165588,Gene Expression
OVOL2,ENSG00000125850,Gene Expression
OXER1,ENSG00000162881,Gene Expression
OXSM,ENSG00000151093,Gene Expression
OXSR1,ENSG00000172939,Gene Expression
OXTR,ENSG00000180914,Gene Expression
P2RX1,ENSG00000108405,Gene Expression
P2RX3,ENSG00000109991,Gene Expression
P2RX4,ENSG00000135124,Gene Expression
P2RX7,ENSG00000089041,Gene Expression
P2RY1,ENSG00000169860,Gene Expression
P2RY12,ENSG00000169313,Gene Expression
P2RY13,ENSG00000181631,Gene Expression
P2RY14,ENSG00000174944,Gene Expression
P2RY2,ENSG00000175591,Gene Expression
P2RY6,ENSG00000171631,Gene Expression
P4HA1,ENSG00000122884,Gene Expression
P4HA3,ENSG00000149380,Gene Expression
P4HB,ENSG00000185624,Gene Expression
P4HTM,ENSG00000178467,Gene Expression
PABPC1L,ENSG00000101104,Gene Expression
PABPC4,ENSG00000090621,Gene Expression
PACC1,ENSG00000065600,Gene Expression
PADI2,ENSG00000117115,Gene Expression
PADI4,ENSG00000159339,Gene Expression
PAEP,ENSG00000122133,Gene Expression
PAGE4,ENSG00000101951,Gene Expression
PAH,ENSG00000171759,Gene Expression
PAIP2,ENSG00000120727,Gene Expression
PAK1,ENSG00000149269,Gene Expression
PAK1IP1,ENSG00000111845,Gene Expression
PAK2,ENSG00000180370,Gene Expression
PAK4,ENSG00000130669,Gene Expression
PALB2,ENSG00000083093,Gene Expression
PALLD,ENSG00000129116,Gene Expression
PALMD,ENSG00000099260,Gene Expression
PAM,ENSG00000145730,Gene Expression
PANK2,ENSG00000125779,Gene Expression
PANX1,ENSG00000110218,Gene Expression
PANX2,ENSG00000073150,Gene Expression
PANX3,ENSG00000154143,Gene Expression
PAPPA,ENSG00000182752,Gene Expression
PAPPA2,ENSG00000116183,Gene Expression
PAPSS1,ENSG00000138801,Gene Expression
PARD3,ENSG00000148498,Gene Expression
PARK7,ENSG00000116288,Gene Expression
PARM1,ENSG00000169116,Gene Expression
PARP1,ENSG00000143799,Gene Expression
PARP11,ENSG00000111224,Gene Expression
PARP15,ENSG00000173200,Gene Expression
PARP3,ENSG00000041880,Gene Expression
PART1,ENSG00000152931,Gene Expression
PASD1,ENSG00000166049,Gene Expression
PAWR,ENSG00000177425,Gene Expression
PAX1,ENSG00000125813,Gene Expression
PAX2,ENSG00000075891,Gene Expression
PAX3,ENSG00000135903,Gene Expression
PAX5,ENSG00000196092,Gene Expression
PAX6,ENSG00000007372,Gene Expression
PAX7,ENSG00000009709,Gene Expression
PAX8,ENSG00000125618,Gene Expression
PBDC1,ENSG00000102390,Gene Expression
PBK,ENSG00000168078,Gene Expression
PBLD,ENSG00000108187,Gene Expression
PBX1,ENSG00000185630,Gene Expression
PBX3,ENSG00000167081,Gene Expression
PBXIP1,ENSG00000163346,Gene Expression
PC,ENSG00000173599,Gene Expression
PCA3,ENSG00000225937,Gene Expression
PCAT1,ENSG00000253438,Gene Expression
PCBD1,ENSG00000166228,Gene Expression
PCBD2,ENSG00000132570,Gene Expression
PCBP3,ENSG00000183570,Gene Expression
PCCB,ENSG00000114054,Gene Expression
PCDH10,ENSG00000138650,Gene Expression
PCDH11X,ENSG00000102290,Gene Expression
PCDH11Y,ENSG00000099715,Gene Expression
PCDH17,ENSG00000118946,Gene Expression
PCDH18,ENSG00000189184,Gene Expression
PCDH20,ENSG00000280165,Gene Expression
PCDH8,ENSG00000136099,Gene Expression
PCDHA1,ENSG00000204970,Gene Expression
PCDHA2,ENSG00000204969,Gene Expression
PCDHA4,ENSG00000204967,Gene Expression
PCDHA9,ENSG00000204961,Gene Expression
PCDHB14,ENSG00000120327,Gene Expression
PCGEM1,ENSG00000227418,Gene Expression
PCID2,ENSG00000126226,Gene Expression
PCK1,ENSG00000124253,Gene Expression
PCNA,ENSG00000132646,Gene Expression
PCNX3,ENSG00000197136,Gene Expression
PCSK1,ENSG00000175426,Gene Expression
PCSK9,ENSG00000169174,Gene Expression
PDCD1,ENSG00000188389,Gene Expression
PDCD10,ENSG00000114209,Gene Expression
PDCD1LG2,ENSG00000197646,Gene Expression
PDCD4,ENSG00000150593,Gene Expression
PDCD6,ENSG00000249915,Gene Expression
PDCD6IP,ENSG00000170248,Gene Expression
PDE10A,ENSG00000112541,Gene Expression
PDE2A,ENSG00000186642,Gene Expression
PDE3A,ENSG00000172572,Gene Expression
PDE4A,ENSG00000065989,Gene Expression
PDE4B,ENSG00000184588,Gene Expression
PDE4DIP,ENSG00000178104,Gene Expression
PDE5A,ENSG00000138735,Gene Expression
PDE6H,ENSG00000139053,Gene Expression
PDGFA,ENSG00000197461,Gene Expression
PDGFB,ENSG00000100311,Gene Expression
PDGFC,ENSG00000145431,Gene Expression
PDGFD,ENSG00000170962,Gene Expression
PDGFRA,ENSG00000134853,Gene Expression
PDGFRB,ENSG00000113721,Gene Expression
PDGFRL,ENSG00000104213,Gene Expression
PDHA1,ENSG00000131828,Gene Expression
PDHB,ENSG00000168291,Gene Expression
PDIA2,ENSG00000185615,Gene Expression
PDIA3,ENSG00000167004,Gene Expression
PDIA4,ENSG00000155660,Gene Expression
PDK1,ENSG00000152256,Gene Expression
PDLIM2,ENSG00000120913,Gene Expression
PDLIM4,ENSG00000131435,Gene Expression
PDPK1,ENSG00000140992,Gene Expression
PDPN,ENSG00000162493,Gene Expression
PDX1,ENSG00000139515,Gene Expression
PDXDC1,ENSG00000179889,Gene Expression
PDYN,ENSG00000101327,Gene Expression
PDZD4,ENSG00000067840,Gene Expression
PDZD7,ENSG00000186862,Gene Expression
PDZK1,ENSG00000174827,Gene Expression
PEA15,ENSG00000162734,Gene Expression
PEBP4,ENSG00000134020,Gene Expression
PECAM1,ENSG00000261371,Gene Expression
PEF1,ENSG00000162517,Gene Expression
PEG10,ENSG00000242265,Gene Expression
PELO,ENSG00000152684,Gene Expression
PELP1,ENSG00000141456,Gene Expression
PENK,ENSG00000181195,Gene Expression
PEPD,ENSG00000124299,Gene Expression
PER1,ENSG00000179094,Gene Expression
PER2,ENSG00000132326,Gene Expression
PER3,ENSG00000049246,Gene Expression
PFKFB3,ENSG00000170525,Gene Expression
PFKP,ENSG00000067057,Gene Expression
PGA3,ENSG00000229859,Gene Expression
PGAM5,ENSG00000247077,Gene Expression
PGAP1,ENSG00000197121,Gene Expression
PGAP2,ENSG00000148985,Gene Expression
PGBD1,ENSG00000137338,Gene Expression
PGD,ENSG00000142657,Gene Expression
PGF,ENSG00000119630,Gene Expression
PGGT1B,ENSG00000164219,Gene Expression
PGK1,ENSG00000102144,Gene Expression
PGM1,ENSG00000079739,Gene Expression
PGR,ENSG00000082175,Gene Expression
PHB,ENSG00000167085,Gene Expression
PHB2,ENSG00000215021,Gene Expression
PHETA1,ENSG00000198324,Gene Expression
PHEX,ENSG00000102174,Gene Expression
PHF10,ENSG00000130024,Gene Expression
PHF12,ENSG00000109118,Gene Expression
PHF21B,ENSG00000056487,Gene Expression
PHF23,ENSG00000040633,Gene Expression
PHF6,ENSG00000156531,Gene Expression
PHF7,ENSG00000010318,Gene Expression
PHF8,ENSG00000172943,Gene Expression
PHGDH,ENSG00000092621,Gene Expression
PHLDA3,ENSG00000174307,Gene Expression
PHLDB2,ENSG00000144824,Gene Expression
PHLDB3,ENSG00000176531,Gene Expression
PHLPP1,ENSG00000081913,Gene Expression
PHOX2B,ENSG00000109132,Gene Expression
PI16,ENSG00000164530,Gene Expression
PI4KA,ENSG00000241973,Gene Expression
PIBF1,ENSG00000083535,Gene Expression
PICALM,ENSG00000073921,Gene Expression
PID1,ENSG00000153823,Gene Expression
PIEZO1,ENSG00000103335,Gene Expression
PIEZO2,ENSG00000154864,Gene Expression
PIGF,ENSG00000151665,Gene Expression
PIH1D1,ENSG00000104872,Gene Expression
PIK3C3,ENSG00000078142,Gene Expression
PIK3CA,ENSG00000121879,Gene Expression
PIK3CB,ENSG00000051382,Gene Expression
PIK3CD,ENSG00000171608,Gene Expression
PIK3CG,ENSG00000105851,Gene Expression
PIK3R1,ENSG00000145675,Gene Expression
PIK3R2,ENSG00000105647,Gene Expression
PIKFYVE,ENSG00000115020,Gene Expression
PILRA,ENSG00000085514,Gene Expression
PIM1,ENSG00000137193,Gene Expression
PIM2,ENSG00000102096,Gene Expression
PIMREG,ENSG00000129195,Gene Expression
PIN1,ENSG00000127445,Gene Expression
PINK1,ENSG00000158828,Gene Expression
PIP4K2A,ENSG00000150867,Gene Expression
PITHD1,ENSG00000057757,Gene Expression
PITPNB,ENSG00000180957,Gene Expression
PITX1,ENSG00000069011,Gene Expression
PITX2,ENSG00000164093,Gene Expression
PIWIL1,ENSG00000125207,Gene Expression
PKD1,ENSG00000008710,Gene Expression
PKD1L1,ENSG00000158683,Gene Expression
PKD2,ENSG00000118762,Gene Expression
PKD2L1,ENSG00000107593,Gene Expression
PKHD1,ENSG00000170927,Gene Expression
PKIA,ENSG00000171033,Gene Expression
PKM,ENSG00000067225,Gene Expression
PKNOX2,ENSG00000165495,Gene Expression
PKP2,ENSG00000057294,Gene Expression
PLA2G2D,ENSG00000117215,Gene Expression
PLA2G4A,ENSG00000116711,Gene Expression
PLA2G5,ENSG00000127472,Gene Expression
PLA2G6,ENSG00000184381,Gene Expression
PLA2G7,ENSG00000146070,Gene Expression
PLA2R1,ENSG00000153246,Gene Expression
PLAGL1,ENSG00000118495,Gene Expression
PLAGL2,ENSG00000126003,Gene Expression
PLAT,ENSG00000104368,Gene Expression
PLAU,ENSG00000122861,Gene Expression
PLAUR,ENSG00000011422,Gene Expression
PLCB1,ENSG00000182621,Gene Expression
PLCE1,ENSG00000138193,Gene Expression
PLCG1,ENSG00000124181,Gene Expression
PLCG2,ENSG00000197943,Gene Expression
PLD1,ENSG00000075651,Gene Expression
PLD2,ENSG00000129219,Gene Expression
PLD4,ENSG00000166428,Gene Expression
PLEC,ENSG00000178209,Gene Expression
PLEKHA1,ENSG00000107679,Gene Expression
PLEKHA2,ENSG00000169499,Gene Expression
PLEKHB2,ENSG00000115762,Gene Expression
PLEKHH2,ENSG00000152527,Gene Expression
