gene,mean_lognorm_expr,bin
Slurp2,9.8e-05,1
Smad1,0.058568,15
Smad2,0.05658,15
Smad3,0.026926,12
Smad4,0.061724,16
Smad5,0.026938,12
Smad6,0.021983,11
Smad7,0.056978,15
Smad9,0.024973,12
Smap1,0.047188,14
Smap2,0.062447,16
Smarca1,0.000904,5
Smarca2,0.164948,18
Smarca4,0.086734,17
Smarca5,0.032581,13
Smarcb1,0.029961,13
Smarcc1,0.029502,12
Smarcc2,0.101671,17
Smarcd1,0.010649,9
Smarcd2,0.062342,16
Smarcd3,0.008793,9
Smarce1,0.024386,12
Smc1a,0.067971,16
Smc3,0.024345,12
Smc5,0.039386,14
Smcp,7.5e-05,1
Smdt1,0.242115,19
Smg9,0.022307,11
Smgc,0.000278,3
Smim7,0.03941,14
Smn1,0.015414,10
Smo,0.008951,9
Smoc1,0.116946,18
Smoc2,0.018288,11
Smpd1,0.060805,15
Smpd3,0.001295,5
Smpd4,0.006252,8
Smtn,0.063012,16
Smurf1,0.034272,13
Smurf2,0.0906,17
Smyd2,0.046986,14
Smyd3,0.007709,8
Snai1,0.008582,9
Snai2,0.013096,10
Snai3,0.000865,5
Snap25,2.9e-05,0
Snap29,0.036285,13
Snap91,2.6e-05,0
Snapin,0.029965,13
Sncb,6.7e-05,0
Sncg,0.002094,6
Snf8,0.113686,18
Snph,0.000171,2
Snrk,0.165696,18
Snrpa,0.032546,13
Snrpd1,0.002731,6
Snrpn,0.010209,9
Snta1,0.032204,13
Sntb1,0.14789,18
Sntn,0.0001,1
Snu13,0.009585,9
Snx27,0.028992,12
Snx30,0.019417,11
Snx4,0.017873,11
Snx5,0.18056,18
Snx6,0.044341,14
Socs1,0.001451,5
Socs2,0.06503,16
Socs3,0.018654,11
Socs6,0.026003,12
Sod1,1.016307,19
Sod2,0.200451,19
Sohlh2,5.8e-05,0
Sorbs1,0.139292,18
Sorcs3,0.000331,3
Sorl1,0.014759,10
Sort1,0.021382,11
Sos1,0.061684,16
Sost,0.001034,5
Sostdc1,0.000211,3
Sox1,5.2e-05,0
Sox10,0.000286,3
Sox11,0.000184,2
Sox13,0.011909,9
Sox14,0.000133,2
Sox17,0.017798,11
Sox18,0.055358,15
Sox2,0.000257,3
Sox21,0.000164,2
Sox3,5.8e-05,0
Sox30,0.000124,2
Sox4,0.0259,12
Sox5,0.025942,12
Sox6,0.032564,13
Sox8,0.000265,3
Sox9,0.024675,12
Sp1,0.036862,13
Sp3,0.08793,17
Sp5,0.002241,6
Sp7,0.000151,2
Sp8,0.000421,4
Sp9,0.000584,4
Spaca6,0.005205,7
Spaca9,0.000399,4
Spag9,0.079235,16
Spast,0.138359,18
Spata25,0.000353,4
Spata4,0.000135,2
Spatc1l,0.000248,3
Spdef,0.000268,3
Spdl1,0.000467,4
Spdye4a,0.000201,3
Speg,0.006006,8
Sphk1,0.002684,6
Sphk2,0.058409,15
Spi1,0.041472,14
Spib,0.004086,7
Spink1,0.003372,7
Spink12,0.00013,2
Spink8,0.001776,6
Spn,0.003701,7
Spo11,0.000174,2
Spock3,0.001399,5
Spon1,0.008526,8
Spop,0.226255,19
Spopl,0.021764,11
Spp1,0.086006,17
Spred1,0.068769,16
Sprr2d,8.7e-05,1
Sprr2f,0.00013,2
Spry1,0.033172,13
Spry2,0.00846,8
Spry4,0.011799,9
Spsb1,0.021347,11
Spsb2,0.030775,13
Spta1,0.001594,5
Sptan1,0.169062,18
Sptb,0.004356,7
Sptbn2,0.02851,12
Sptlc2,0.042153,14
Sqstm1,0.219999,19
Sra1,0.047966,14
Src,0.002607,6
Srd5a3,0.031667,13
Srebf1,0.097597,17
Srebf2,0.083719,17
Srf,0.026385,12
Srgap1,0.006755,8
Srp72,0.065583,16
Srpx2,0.012916,10
Srr,0.081312,17
Srrm1,0.132093,18
Srrm4,0.004188,7
Srsf1,0.083266,17
Srsf2,0.159819,18
Srsf4,0.091518,17
Sry,4.7e-05,0
Ss18l1,0.008549,9
Ssbp2,0.006873,8
Ssr2,0.05798,15
Ssrp1,0.045891,14
Sst,7.8e-05,1
Sstr1,0.000237,3
Sstr2,0.001392,5
Sstr3,0.002248,6
Sstr4,0.000289,3
St6galnac5,0.000176,2
Stac,0.000419,4
Stag2,0.07146,16
Stam2,0.019926,11
Star,0.003685,7
Stat1,0.036248,13
Stat2,0.080555,17
Stat3,0.095734,17
Stat4,0.003367,7
Stat5a,0.010289,9
Stat5b,0.05306,15
Stat6,0.063764,16
Stau2,0.006084,8
Steap1,0.000737,4
Stim1,0.040058,14
Stim2,0.049709,15
Stimate,0.014834,10
Stip1,0.07411,16
Stk11,0.105209,17
Stk3,0.018496,11
Stk32a,0.000394,4
Stk38,0.050524,15
Stk38l,0.023479,12
Stk39,0.021571,11
Stk4,0.036,13
Stmn2,0.00077,5
Stom,0.070234,16
Stoml3,9.1e-05,1
Stra6l,0.045351,14
Stra8,0.000217,3
Strn,0.058612,15
Strn3,0.116031,18
Stub1,0.061864,16
Stx1a,0.006534,8
Stx8,0.017363,10
Stxbp1,0.029002,12
Stxbp4,0.010484,9
Stxbp5l,0.000703,4
Sucnr1,0.014469,10
Sufu,0.019253,11
Sulf1,0.003434,7
Sulf2,0.019006,11
Sult2a8,0.616562,19
Sumf1,0.017758,11
Sumo1,0.085423,17
Sumo3,0.068887,16
Sun1,0.026911,12
Supt16,0.035963,13
Supt20,0.04289,14
Supt3,0.009308,9
Supt5,0.068963,16
Supt6,0.048953,15
Suv39h1,0.00523,7
Suz12,0.050623,15
Sv2a,0.000598,4
Sv2c,0.00056,4
Svil,0.061413,15
Syce2,0.003347,7
Sycp1,0.000823,5
Sycp3,0.000474,4
Syk,0.055376,15
Syn1,0.00348,7
Syn2,0.000345,4
Syn3,0.004077,7
Syncrip,0.042182,14
Syne1,0.061198,15
Syne4,0.004586,7
Syngr3,0.000752,5
Synj2bp,0.024045,12
Synpo,0.010404,9
Synpo2,0.006276,8
Syp,0.003183,7
Sypl2,0.000281,3
Syt1,0.01114,9
Syt2,6.8e-05,0
Syt4,0.000326,3
Syt6,3.9e-05,0
Syt9,0.003122,7
Sytl5,0.006808,8
Szt2,0.008214,8
T,3.4e-05,0
Taar5,0.000119,2
Tab1,0.003835,7
Tac1,0.000113,1
Tac2,0.00016,2
Tacr1,4e-05,0
Tacr2,5.2e-05,0
Tacr3,0.000154,2
Tacstd2,0.000326,3
Taf11,0.0141,10
Taf12,0.03816,13
Taf15,0.060397,15
Taf4,0.045445,14
Taf5l,0.023656,12
Taf6l,0.001454,5
Taf9,0.021688,11
Tagln,0.029085,12
Tal1,0.006962,8
Tap1,0.043033,14
Tardbp,0.160665,18
Tas1r1,0.000284,3
Tas1r2,0.000203,3
Tas1r3,0.002108,6
Tbc1d1,0.038912,14
Tbc1d22a,0.037752,13
Tbck,0.037121,13
Tbk1,0.030989,13
Tbl1xr1,0.0508,15
Tbp,0.019397,11
Tbpl1,0.024393,12
Tbpl2,5.5e-05,0
Tbr1,9.3e-05,1
Tbx1,0.001337,5
Tbx18,4.3e-05,0
Tbx2,0.048981,15
Tbx20,0.046437,14
Tbx21,0.003336,7
Tbx3,0.042984,14
Tbx4,0.000154,2
Tbx5,0.000136,2
Tbx6,0.003706,7
Tbxa2r,0.006931,8
Tcaf1,0.016002,10
Tcam1,0.000101,1
Tceal5,0.000984,5
Tceal9,0.024658,12
Tcf12,0.05712,15
Tcf21,0.011692,9
Tcf3,0.031838,13
Tcf7,0.022824,11
Tcf7l1,0.039979,14
Tcf7l2,0.037915,13
Tcof1,0.01141,9
Tcp1,0.161482,18
Tctn1,0.002685,6
Tdg,0.012526,10
Tdgf1,0.000161,2
Tdh,0.000122,2
Tdrd1,0.000243,3
Tdrkh,0.003915,7
Tead1,0.034814,13
Tead2,0.008542,8
Tead3,0.012915,10
Tec,0.063037,16
Tecpr2,0.017085,10
Tecr,0.057633,15
Tectb,0.000131,2
Tek,0.064707,16
Tenm1,0.000147,2
Tenm4,0.000348,4
Tent5c,0.008687,9
Tepsin,0.024981,12
Terf1,0.019276,11
Terf2,0.028134,12
Tert,0.003965,7
Tesmin,0.008357,8
Tespa1,0.000464,4
Tet1,0.002567,6
Tet2,0.020455,11
Tet3,0.051294,15
Tex101,9.2e-05,1
Tex19.1,0.000114,1
Tfam,0.040895,14
Tfap2a,0.000781,5
Tfap2b,0.000214,3
Tfap2c,0.000167,2
Tfap2d,2.8e-05,0
Tfeb,0.027871,12
Tff1,0.000275,3
Tff2,0.002327,6
Tfpi,0.053511,15
Tfrc,0.016579,10
Tgfa,0.030208,13
Tgfb1,0.053346,15
Tgfb1i1,0.016575,10
Tgfb2,0.004687,7
Tgfb3,0.007954,8
Tgfbi,0.270084,19
Tgfbr1,0.036254,13
Tgfbr2,0.089145,17
Tgfbr3,0.156158,18
Tgif2,0.003355,7
Tgm2,0.186381,18
Tgm4,0.124651,18
Tgs1,0.009403,9
Th,5e-06,0
Thap12,0.077824,16
Thbd,0.014132,10
Thbs1,0.013292,10
Thbs2,0.014334,10
Thbs4,0.000244,3
Themis,0.004049,7
Thpo,0.003292,7
Thra,0.039176,14
Thrap3,0.060656,15
Thrb,0.054524,15
Thumpd1,0.022635,11
Thy1,0.032714,13
Tiam1,0.008899,9
Ticam1,0.005131,7
Ticam2,0.003645,7
Tie1,0.063415,16
Tigar,0.005426,8
Tigit,0.000734,4
Timeless,0.003619,7
Timm50,0.0379,13
Timmdc1,0.044015,14
Timp1,0.001368,5
Timp4,0.000129,2
Tiparp,0.01414,10
Tirap,0.031349,13
Tjp1,0.059256,15
Tjp2,0.008737,9
Tjp3,0.018621,11
Tlcd1,0.060384,15
Tle1,0.152545,18
Tle4,0.054301,15
Tle6,0.003589,7
Tll1,0.000456,4
Tln1,0.051239,15
Tlr1,0.002309,6
Tlr11,0.002363,6
Tlr12,0.006429,8
Tlr13,0.007958,8
Tlr2,0.015541,10
Tlr3,0.011759,9
Tlr4,0.01058,9
Tlr5,0.010255,9
Tlr6,0.002289,6
Tlr7,0.008083,8
Tlr8,0.006095,8
Tlr9,0.004115,7
Tlx1,0.000166,2
Tlx3,3.1e-05,0
Tmco5,0.000157,2
Tmem106b,0.19506,19
Tmem108,0.000299,3
Tmem109,0.063691,16
Tmem119,0.003285,7
Tmem120a,0.098931,17
Tmem163,0.000574,4
Tmem173,0.013303,10
Tmem259,0.143204,18
Tmem35a,0.000521,4
Tmem41b,0.018949,11
Tmem43,0.008188,8
Tmem63b,0.171413,18
Tmem94,0.058573,15
Tmem98,0.02256,11
Tmigd1,0.000419,4
Tmprss15,0.000105,1
Tmprss2,0.0083,8
Tmprss4,0.000387,4
Tnc,0.005296,7
Tnf,0.001529,5
Tnfaip3,0.017712,11
Tnfrsf11a,0.01032,9
Tnfrsf11b,0.02796,12
Tnfrsf13b,0.001622,5
Tnfrsf13c,0.00118,5
Tnfrsf14,0.047541,14
Tnfrsf18,0.000992,5
Tnfrsf1a,0.133289,18
Tnfrsf1b,0.078636,16
Tnfrsf4,0.002232,6
Tnfrsf9,0.000628,4
Tnfsf10,0.017713,11
Tnfsf11,0.000425,4
Tnfsf12,0.041167,14
Tnfsf13,0.032555,13
Tnfsf13b,0.006537,8
Tnfsf14,0.00315,7
Tnfsf4,0.000144,2
Tnfsf9,0.000546,4
Tnks2,0.082005,17
Tnnc1,0.001403,5
Tnni3k,6.9e-05,0
Tnnt2,0.005447,8
Tnp1,8.4e-05,1
Tnpo1,0.104123,17
Tns2,0.091433,17
Tnxb,0.043208,14
Togaram1,0.025885,12
Top2a,0.007165,8
Top2b,0.061194,15
Topbp1,0.015125,10
Tor1a,0.149861,18
Tor2a,0.043166,14
Tox,0.008416,8
Tox3,0.00197,6
Tpbpa,0.000295,3
Tpcn1,0.109023,17
Tph1,6.1e-05,0
Tph2,4.4e-05,0
Tpi1,0.236334,19
Tppp,0.011304,9
Tpr,0.076812,16
Tpsab1,8.5e-05,1
Tpsb2,4.5e-05,0
Traf2,0.036183,13
Traf3,0.023447,11
Traf3ip2,0.012375,9
Traf3ip3,0.007034,8
Traf6,0.02564,12
Trappc10,0.074033,16
Trdn,0.001232,5
Treh,0.003344,7
Trem1,0.000215,3
Trem2,0.004042,7
Trex1,0.014127,10
Trh,4.8e-05,0
Trhr,0.000323,3
Trhr2,0.000134,2
Trib2,0.006015,8
Trib3,0.007654,8
Trim17,0.000177,2
Trim2,0.03741,13
Trim21,0.010531,9
Trim24,0.055824,15
Trim27,0.070707,16
Trim28,0.085729,17
Trim29,0.000183,2
Trim32,0.00846,8
Trim33,0.022148,11
Trim36,0.000651,4
Trim63,0.000245,3
Trim65,0.06068,15
Trim7,0.02398,12
Trip13,0.00233,6
Trmt13,0.008588,9
Trmt2a,0.011588,9
Trp53,0.05074,15
Trp53bp1,0.013517,10
Trp53cor1,0.000231,3
Trp63,0.000649,4
Trp73,6.5e-05,0
Trpa1,0.000177,2
Trpc1,0.002901,6
Trpc3,0.005392,8
Trpc4,0.000153,2
Trpc5,3.9e-05,0
Trpc6,0.000404,4
Trpc7,5.2e-05,0
Trpm1,0.000118,2
Trpm2,0.014717,10
Trpm5,8.4e-05,1
Trpm6,0.002416,6
Trpm7,0.064899,16
Trpm8,0.000118,2
Trpv1,0.000145,2
Trpv2,0.01552,10
Trpv3,0.000761,5
Trpv4,0.002131,6
Trpv5,6.8e-05,0
Trpv6,0.000362,4
Trrap,0.071769,16
Tsc1,0.022687,11
Tsc2,0.054072,15
Tsc22d3,0.263162,19
Tsg101,0.00226,6
Tshb,6.5e-05,0
Tshr,7e-05,0
Tshz1,0.042829,14
Tshz2,0.038631,14
Tslp,0.001077,5
Tspyl2,0.027903,12
Tstd1,0.038302,13
Ttbk1,0.002746,6
Ttc8,0.005815,8
Ttk,0.000641,4
Ttll3,0.005663,8
Ttll6,0.000138,2
Ttn,0.005076,7
Tuba3a,5.3e-05,0
Tubb1,0.002094,6
Tubb2b,0.001231,5
Tubb3,0.000337,4
Tubg1,0.030642,13
Tubg2,0.000935,5
Tubgcp2,0.011655,9
Tufm,0.055887,15
Twf1,0.064455,16
Twf2,0.021758,11
Twist1,0.00512,7
Twist2,0.000878,5
Twnk,0.010769,9
Txnip,0.477959,19
Tyk2,0.023654,12
Tyr,0.000184,2
Tyro3,0.00195,6
Tyrp1,8.8e-05,1
Tyw5,0.007658,8
Uba1y,5.9e-05,0
Uba6,0.016226,10
Ubac1,0.0316,13
Ubap1,0.043417,14
Ubash3b,0.012226,9
Ube2b,0.139172,18
Ube2d1,0.015852,10
Ube2g1,0.081928,17
Ube2g2,0.050426,15
Ube2i,0.067032,16
Ube2m,0.09294,17
Ube2n,0.008869,9
Ube2r2,0.186558,18
Ube2u,0.000408,4
Ube3a,0.088296,17
Ublcp1,0.016083,10
Ubr5,0.123369,18
Ubr7,0.027012,12
Ubtf,0.077606,16
Ubxn7,0.054378,15
Uchl1,0.00037,4
Ucn3,6.1e-05,0
Ucp1,0.000148,2
Ucp3,0.000255,3
Ufd1,0.042551,14
Ufl1,0.02586,12
Ugt8a,0.003134,7
Uhrf1,0.001546,5
Uhrf2,0.026654,12
Ulk1,0.096034,17
Umod,9.9e-05,1
Unc13b,0.019026,11
Unc5c,8.6e-05,1
Unc93b1,0.085018,17
Uncx,0.000178,2
Ung,0.016024,10
Upk1b,0.001091,5
Upk3b,0.002528,6
Uri1,0.08454,17
Urm1,0.005013,7
Usp14,0.021938,11
Usp18,0.007282,8
Usp2,0.096664,17
Usp22,0.026337,12
Usp25,0.104789,17
Usp3,0.026725,12
Usp32,0.047352,14
Usp47,0.060225,15
Usp50,0.000134,2
Usp54,0.008153,8
Usp7,0.066591,16
Utp25,0.019539,11
Utrn,0.061704,16
Uts2,5.4e-05,0
Uts2b,0.000348,4
Vamp2,0.05172,15
Vamp3,0.041786,14
Vangl1,0.009911,9
Vangl2,0.00273,6
Vasp,0.011239,9
Vat1,0.078849,16
Vav1,0.023628,12
Vav2,0.016575,10
Vax1,5.4e-05,0
Vax2,3.9e-05,0
Vcam1,0.053421,15
Vcan,0.000942,5
Vcl,0.072126,16
Vcp,0.093692,17
Vdac1,0.259596,19
Vdac2,0.081471,17
Vdr,0.00049,4
Vegfa,0.146843,18
Vegfb,0.101401,17
Vegfc,0.008957,9
Vegfd,0.006773,8
Vgll2,7.7e-05,1
Vhl,0.012778,10
Vil1,0.001169,5
Vim,0.247307,19
Vip,0.000127,2
Vipas39,0.012135,9
Vipr1,0.120242,18
Vipr2,0.000132,2
Virma,0.024133,12
Vit,0.00028,3
Vldlr,0.005977,8
Vps13a,0.040512,14
Vps25,0.03072,13
Vps26b,0.033831,13
Vps28,0.080983,17
Vps51,0.021513,11
Vps54,0.049396,15
Vps72,0.032211,13
Vps9d1,0.021825,11
Vsig1,0.000109,1
Vsir,0.037989,13
Vstm2a,0.000148,2
Vstm4,0.025668,12
Vstm5,0.0023,6
Vsx1,9.2e-05,1
Vsx2,8.4e-05,1
Vtcn1,0.001178,5
Vtn,1.028977,19
Vwa8,0.204989,19
Vwc2l,6.7e-05,0
Vwf,0.044858,14
Vxn,5.6e-05,0
Wap,8e-05,1
Wapl,0.151855,18
Was,0.002891,6
Washc1,0.024597,12
Washc2,0.076611,16
Washc3,0.023848,12
Washc4,0.044483,14
Washc5,0.037157,13
Wasl,0.066249,16
Wdr34,0.005871,8
Wdr36,0.023231,11
Wdr37,0.012289,9
Wdr4,0.008425,8
Wdr45,0.090104,17
Wdr5,0.031316,13
Wdr59,0.033563,13
Wdr61,0.042575,14
Wdr62,0.008181,8
Wdr82,0.039283,14
Wdr83,0.01898,11
Wdtc1,0.128146,18
Wee1,0.030011,13
Wfdc18,0.004246,7
Whrn,0.004686,7
Wif1,0.00029,3
Wipf1,0.009912,9
Wiz,0.044597,14
Wls,0.021789,11
Wnt1,2.7e-05,0
Wnt10a,0.000238,3
Wnt10b,7.6e-05,1
Wnt11,0.00024,3
Wnt16,0.0004,4
Wnt2,0.01498,10
Wnt2b,0.000818,5
Wnt3,5.6e-05,0
Wnt3a,9.6e-05,1
Wnt4,0.012327,9
Wnt5a,0.003193,7
Wnt5b,0.005068,7
Wnt6,0.000748,5
Wnt7a,7e-05,0
Wnt7b,0.000562,4
Wnt8a,2.6e-05,0
Wnt8b,5.5e-05,0
Wnt9a,0.002636,6
Wnt9b,0.008607,9
Wrap53,0.010587,9
Wrap73,0.013692,10
Wrnip1,0.072884,16
Wsb1,0.01417,10
Wt1,0.001213,5
Wtip,0.020973,11
Wwox,0.029038,12
Wwtr1,0.02363,12
Xcl1,0.003834,7
Xcr1,0.003068,6
Xiap,0.127729,18
Xist,0.002707,6
Xkr6,0.001855,6
Xpa,0.026537,12
Xpo1,0.044238,14
Xrcc1,0.021598,11
Xrcc2,0.002448,6
Xrcc4,0.010902,9
Xrcc5,0.012379,9
Xrcc6,0.019225,11
Yap1,0.024133,12
Yars,0.03834,13
Ybx3,0.094803,17
Yeats2,0.012035,9
Yeats4,0.037441,13
Yes1,0.033857,13
Yif1a,0.015892,10
Yipf1,0.022697,11
Ywhae,0.141064,18
Ywhag,0.114015,18
Ywhaz,0.238427,19
Yy1,0.116412,18
Zap70,0.017277,10
Zbp1,0.006882,8
Zbtb16,0.170251,18
Zbtb4,0.017599,11
Zbtb46,0.033662,13
Zbtb7a,0.09091,17
Zbtb7b,0.020649,11
Zbtb8b,0.000505,4
Zc3h11a,0.107382,17
Zc3h12a,0.009558,9
Zc3h14,0.06112,15
Zc3hc1,0.015226,10
Zcchc12,8.5e-05,1
Zdhhc18,0.041643,14
Zdhhc2,0.006322,8
Zdhhc6,0.118976,18
Zdhhc7,0.038903,14
Zdhhc8,0.031265,13
Zeb1,0.068057,16
Zeb2,0.081403,17
Zfand2a,0.020794,11
Zfand2b,0.042919,14
Zfhx3,0.061411,15
Zfp106,0.122888,18
Zfp111,0.014151,10
Zfp148,0.067692,16
Zfp219,0.025214,12
Zfp24,0.02246,11
Zfp281,0.034291,13
Zfp42,8.9e-05,1
Zfp503,0.013704,10
Zfp536,7.4e-05,1
Zfp57,0.0017,6
Zfp750,0.022136,11
Zfp819,4.1e-05,0
Zfp979,0.011426,9
Zfpl1,0.00525,7
Zfpm2,0.006406,8
Zfyve9,0.038978,14
Zic1,0.000123,2
Zic2,6.9e-05,0
Zic3,6.5e-05,0
Zic4,0.000215,3
Zkscan1,0.049829,15
Zmpste24,0.052994,15
Zmynd10,0.001237,5
Zmynd19,0.014795,10
Zp1,5.9e-05,0
Zp3,0.000167,2
Zscan2,0.011304,9
Zscan21,0.024874,12
Zswim5,0.005257,7
Zswim9,0.004583,7
Zup1,0.006219,8
Zyx,0.05474,15
Zzef1,0.040564,14
a,0.00026,3
