gene_name,gene_id,feature_type,id_class
CAMK2B,ENSG00000058404,Gene Expression,ENSG
CAMK2D,ENSG00000145349,Gene Expression,ENSG
CAMK2G,ENSG00000148660,Gene Expression,ENSG
CAMKV,ENSG00000164076,Gene Expression,ENSG
CAMP,ENSG00000164047,Gene Expression,ENSG
CAMSAP2,ENSG00000118200,Gene Expression,ENSG
CAND1,ENSG00000111530,Gene Expression,ENSG
CANX,ENSG00000127022,Gene Expression,ENSG
CAPN1,ENSG00000014216,Gene Expression,ENSG
CAPN3,ENSG00000092529,Gene Expression,ENSG
CARD10,ENSG00000100065,Gene Expression,ENSG
CARD11,ENSG00000198286,Gene Expression,ENSG
CARD14,ENSG00000141527,Gene Expression,ENSG
CARD8,ENSG00000105483,Gene Expression,ENSG
CARD9,ENSG00000187796,Gene Expression,ENSG
CARF,ENSG00000138380,Gene Expression,ENSG
CARM1,ENSG00000142453,Gene Expression,ENSG
CARTPT,ENSG00000164326,Gene Expression,ENSG
CASC8,ENSG00000246228,Gene Expression,ENSG
CASK,ENSG00000147044,Gene Expression,ENSG
CASP1,ENSG00000137752,Gene Expression,ENSG
CASP10,ENSG00000003400,Gene Expression,ENSG
CASP2,ENSG00000106144,Gene Expression,ENSG
CASP3,ENSG00000164305,Gene Expression,ENSG
CASP6,ENSG00000138794,Gene Expression,ENSG
CASP7,ENSG00000165806,Gene Expression,ENSG
CASP8,ENSG00000064012,Gene Expression,ENSG
CASP8AP2,ENSG00000118412,Gene Expression,ENSG
CASP9,ENSG00000132906,Gene Expression,ENSG
CASQ2,ENSG00000118729,Gene Expression,ENSG
CASR,ENSG00000036828,Gene Expression,ENSG
CASS4,ENSG00000087589,Gene Expression,ENSG
CASZ1,ENSG00000130940,Gene Expression,ENSG
CAT,ENSG00000121691,Gene Expression,ENSG
CATSPER2,ENSG00000166762,Gene Expression,ENSG
CAV2,ENSG00000105971,Gene Expression,ENSG
CAVIN2,ENSG00000168497,Gene Expression,ENSG
CAVIN3,ENSG00000170955,Gene Expression,ENSG
CBARP,ENSG00000099625,Gene Expression,ENSG
CBFB,ENSG00000067955,Gene Expression,ENSG
CBL,ENSG00000110395,Gene Expression,ENSG
CBLB,ENSG00000114423,Gene Expression,ENSG
CBLIF,ENSG00000134812,Gene Expression,ENSG
CBLN1,ENSG00000102924,Gene Expression,ENSG
CBLN3,ENSG00000139899,Gene Expression,ENSG
CBLN4,ENSG00000054803,Gene Expression,ENSG
CBR1,ENSG00000159228,Gene Expression,ENSG
CBS,ENSG00000160200,Gene Expression,ENSG
CBSL,ENSG00000274276,Gene Expression,ENSG
CBWD2,ENSG00000136682,Gene Expression,ENSG
CBX1,ENSG00000108468,Gene Expression,ENSG
CBX3,ENSG00000122565,Gene Expression,ENSG
CBX5,ENSG00000094916,Gene Expression,ENSG
CBX7,ENSG00000100307,Gene Expression,ENSG
CC2D1A,ENSG00000132024,Gene Expression,ENSG
CCAR2,ENSG00000158941,Gene Expression,ENSG
CCAT2,ENSG00000280997,Gene Expression,ENSG
CCBE1,ENSG00000183287,Gene Expression,ENSG
CCDC102B,ENSG00000150636,Gene Expression,ENSG
CCDC103,ENSG00000167131,Gene Expression,ENSG
CCDC113,ENSG00000103021,Gene Expression,ENSG
CCDC124,ENSG00000007080,Gene Expression,ENSG
CCDC136,ENSG00000128596,Gene Expression,ENSG
CCDC137,ENSG00000185298,Gene Expression,ENSG
CCDC14,ENSG00000175455,Gene Expression,ENSG
CCDC141,ENSG00000163492,Gene Expression,ENSG
CCDC170,ENSG00000120262,Gene Expression,ENSG
CCDC27,ENSG00000162592,Gene Expression,ENSG
CCDC33,ENSG00000140481,Gene Expression,ENSG
CCDC43,ENSG00000180329,Gene Expression,ENSG
CCDC50,ENSG00000152492,Gene Expression,ENSG
CCDC51,ENSG00000164051,Gene Expression,ENSG
CCDC57,ENSG00000176155,Gene Expression,ENSG
CCDC6,ENSG00000108091,Gene Expression,ENSG
CCDC61,ENSG00000104983,Gene Expression,ENSG
CCDC62,ENSG00000130783,Gene Expression,ENSG
CCDC7,ENSG00000216937,Gene Expression,ENSG
CCDC77,ENSG00000120647,Gene Expression,ENSG
CCDC80,ENSG00000091986,Gene Expression,ENSG
CCDC86,ENSG00000110104,Gene Expression,ENSG
CCDC9,ENSG00000105321,Gene Expression,ENSG
CCDC91,ENSG00000123106,Gene Expression,ENSG
CCK,ENSG00000187094,Gene Expression,ENSG
CCKAR,ENSG00000163394,Gene Expression,ENSG
CCKBR,ENSG00000110148,Gene Expression,ENSG
CCL1,ENSG00000108702,Gene Expression,ENSG
CCL11,ENSG00000172156,Gene Expression,ENSG
CCL13,ENSG00000181374,Gene Expression,ENSG
CCL14,ENSG00000276409,Gene Expression,ENSG
CCL15,ENSG00000275718,Gene Expression,ENSG
CCL16,ENSG00000275152,Gene Expression,ENSG
CCL17,ENSG00000102970,Gene Expression,ENSG
CCL18,ENSG00000275385,Gene Expression,ENSG
CCL19,ENSG00000172724,Gene Expression,ENSG
CCL2,ENSG00000108691,Gene Expression,ENSG
CCL20,ENSG00000115009,Gene Expression,ENSG
CCL21,ENSG00000137077,Gene Expression,ENSG
CCL22,ENSG00000102962,Gene Expression,ENSG
CCL23,ENSG00000274736,Gene Expression,ENSG
CCL24,ENSG00000106178,Gene Expression,ENSG
CCL25,ENSG00000131142,Gene Expression,ENSG
CCL26,ENSG00000006606,Gene Expression,ENSG
CCL27,ENSG00000213927,Gene Expression,ENSG
CCL28,ENSG00000151882,Gene Expression,ENSG
CCL4,ENSG00000275302,Gene Expression,ENSG
CCL7,ENSG00000108688,Gene Expression,ENSG
CCL8,ENSG00000108700,Gene Expression,ENSG
CCN1,ENSG00000142871,Gene Expression,ENSG
CCN2,ENSG00000118523,Gene Expression,ENSG
CCN3,ENSG00000136999,Gene Expression,ENSG
CCN4,ENSG00000104415,Gene Expression,ENSG
CCN5,ENSG00000064205,Gene Expression,ENSG
CCNA1,ENSG00000133101,Gene Expression,ENSG
CCNA2,ENSG00000145386,Gene Expression,ENSG
CCNB1,ENSG00000134057,Gene Expression,ENSG
CCNB2,ENSG00000157456,Gene Expression,ENSG
CCNB3,ENSG00000147082,Gene Expression,ENSG
CCND1,ENSG00000110092,Gene Expression,ENSG
CCND2,ENSG00000118971,Gene Expression,ENSG
CCND3,ENSG00000112576,Gene Expression,ENSG
CCNDBP1,ENSG00000166946,Gene Expression,ENSG
CCNE1,ENSG00000105173,Gene Expression,ENSG
CCNO,ENSG00000152669,Gene Expression,ENSG
CCNT1,ENSG00000129315,Gene Expression,ENSG
CCNY,ENSG00000108100,Gene Expression,ENSG
CCR1,ENSG00000163823,Gene Expression,ENSG
CCR2,ENSG00000121807,Gene Expression,ENSG
CCR3,ENSG00000183625,Gene Expression,ENSG
CCR4,ENSG00000183813,Gene Expression,ENSG
CCR5,ENSG00000160791,Gene Expression,ENSG
CCR6,ENSG00000112486,Gene Expression,ENSG
CCR7,ENSG00000126353,Gene Expression,ENSG
CCR8,ENSG00000179934,Gene Expression,ENSG
CCR9,ENSG00000173585,Gene Expression,ENSG
CCRL2,ENSG00000121797,Gene Expression,ENSG
CCT2,ENSG00000166226,Gene Expression,ENSG
CCT3,ENSG00000163468,Gene Expression,ENSG
CCT5,ENSG00000150753,Gene Expression,ENSG
CCT6A,ENSG00000146731,Gene Expression,ENSG
CCT7,ENSG00000135624,Gene Expression,ENSG
CCT8,ENSG00000156261,Gene Expression,ENSG
CD101,ENSG00000134256,Gene Expression,ENSG
CD109,ENSG00000156535,Gene Expression,ENSG
CD14,ENSG00000170458,Gene Expression,ENSG
CD151,ENSG00000177697,Gene Expression,ENSG
CD160,ENSG00000117281,Gene Expression,ENSG
CD163,ENSG00000177575,Gene Expression,ENSG
CD177,ENSG00000204936,Gene Expression,ENSG
CD180,ENSG00000134061,Gene Expression,ENSG
CD19,ENSG00000177455,Gene Expression,ENSG
CD1A,ENSG00000158477,Gene Expression,ENSG
CD1B,ENSG00000158485,Gene Expression,ENSG
CD1C,ENSG00000158481,Gene Expression,ENSG
CD1D,ENSG00000158473,Gene Expression,ENSG
CD1E,ENSG00000158488,Gene Expression,ENSG
CD2,ENSG00000116824,Gene Expression,ENSG
CD200,ENSG00000091972,Gene Expression,ENSG
CD207,ENSG00000116031,Gene Expression,ENSG
CD209,ENSG00000090659,Gene Expression,ENSG
CD22,ENSG00000012124,Gene Expression,ENSG
CD226,ENSG00000150637,Gene Expression,ENSG
CD244,ENSG00000122223,Gene Expression,ENSG
CD247,ENSG00000198821,Gene Expression,ENSG
CD248,ENSG00000174807,Gene Expression,ENSG
CD27,ENSG00000139193,Gene Expression,ENSG
CD274,ENSG00000120217,Gene Expression,ENSG
CD276,ENSG00000103855,Gene Expression,ENSG
CD28,ENSG00000178562,Gene Expression,ENSG
CD2AP,ENSG00000198087,Gene Expression,ENSG
CD2BP2,ENSG00000169217,Gene Expression,ENSG
CD300A,ENSG00000167851,Gene Expression,ENSG
CD300C,ENSG00000167850,Gene Expression,ENSG
CD300E,ENSG00000186407,Gene Expression,ENSG
CD300LG,ENSG00000161649,Gene Expression,ENSG
CD302,ENSG00000241399,Gene Expression,ENSG
CD320,ENSG00000167775,Gene Expression,ENSG
CD33,ENSG00000105383,Gene Expression,ENSG
CD34,ENSG00000174059,Gene Expression,ENSG
CD36,ENSG00000135218,Gene Expression,ENSG
CD38,ENSG00000004468,Gene Expression,ENSG
CD3E,ENSG00000198851,Gene Expression,ENSG
CD3EAP,ENSG00000117877,Gene Expression,ENSG
CD3G,ENSG00000160654,Gene Expression,ENSG
CD4,ENSG00000010610,Gene Expression,ENSG
CD40,ENSG00000101017,Gene Expression,ENSG
CD40LG,ENSG00000102245,Gene Expression,ENSG
CD44,ENSG00000026508,Gene Expression,ENSG
CD46,ENSG00000117335,Gene Expression,ENSG
CD47,ENSG00000196776,Gene Expression,ENSG
CD5,ENSG00000110448,Gene Expression,ENSG
CD55,ENSG00000196352,Gene Expression,ENSG
CD58,ENSG00000116815,Gene Expression,ENSG
CD59,ENSG00000085063,Gene Expression,ENSG
CD5L,ENSG00000073754,Gene Expression,ENSG
CD6,ENSG00000013725,Gene Expression,ENSG
CD68,ENSG00000129226,Gene Expression,ENSG
CD69,ENSG00000110848,Gene Expression,ENSG
CD7,ENSG00000173762,Gene Expression,ENSG
CD70,ENSG00000125726,Gene Expression,ENSG
CD72,ENSG00000137101,Gene Expression,ENSG
CD74,ENSG00000019582,Gene Expression,ENSG
CD79A,ENSG00000105369,Gene Expression,ENSG
CD79B,ENSG00000007312,Gene Expression,ENSG
CD80,ENSG00000121594,Gene Expression,ENSG
CD82,ENSG00000085117,Gene Expression,ENSG
CD83,ENSG00000112149,Gene Expression,ENSG
CD84,ENSG00000066294,Gene Expression,ENSG
CD86,ENSG00000114013,Gene Expression,ENSG
CD8A,ENSG00000153563,Gene Expression,ENSG
CD8B,ENSG00000172116,Gene Expression,ENSG
CD9,ENSG00000010278,Gene Expression,ENSG
CD93,ENSG00000125810,Gene Expression,ENSG
CD96,ENSG00000153283,Gene Expression,ENSG
CD99,ENSG00000002586,Gene Expression,ENSG
CDA,ENSG00000158825,Gene Expression,ENSG
CDAN1,ENSG00000140326,Gene Expression,ENSG
CDC123,ENSG00000151465,Gene Expression,ENSG
CDC14A,ENSG00000079335,Gene Expression,ENSG
CDC20,ENSG00000117399,Gene Expression,ENSG
CDC25A,ENSG00000164045,Gene Expression,ENSG
CDC25C,ENSG00000158402,Gene Expression,ENSG
CDC27,ENSG00000004897,Gene Expression,ENSG
CDC34,ENSG00000099804,Gene Expression,ENSG
CDC37,ENSG00000105401,Gene Expression,ENSG
CDC42,ENSG00000070831,Gene Expression,ENSG
CDC42BPG,ENSG00000171219,Gene Expression,ENSG
CDC6,ENSG00000094804,Gene Expression,ENSG
CDC73,ENSG00000134371,Gene Expression,ENSG
CDCA2,ENSG00000184661,Gene Expression,ENSG
CDCA3,ENSG00000111665,Gene Expression,ENSG
CDCA7L,ENSG00000164649,Gene Expression,ENSG
CDCP1,ENSG00000163814,Gene Expression,ENSG
CDH1,ENSG00000039068,Gene Expression,ENSG
CDH11,ENSG00000140937,Gene Expression,ENSG
CDH13,ENSG00000140945,Gene Expression,ENSG
CDH16,ENSG00000166589,Gene Expression,ENSG
CDH2,ENSG00000170558,Gene Expression,ENSG
CDH22,ENSG00000149654,Gene Expression,ENSG
CDH23,ENSG00000107736,Gene Expression,ENSG
CDH3,ENSG00000062038,Gene Expression,ENSG
CDH5,ENSG00000179776,Gene Expression,ENSG
CDH6,ENSG00000113361,Gene Expression,ENSG
CDH7,ENSG00000081138,Gene Expression,ENSG
CDHR1,ENSG00000148600,Gene Expression,ENSG
CDHR2,ENSG00000074276,Gene Expression,ENSG
CDK1,ENSG00000170312,Gene Expression,ENSG
CDK10,ENSG00000185324,Gene Expression,ENSG
CDK14,ENSG00000058091,Gene Expression,ENSG
CDK16,ENSG00000102225,Gene Expression,ENSG
CDK17,ENSG00000059758,Gene Expression,ENSG
CDK18,ENSG00000117266,Gene Expression,ENSG
CDK2,ENSG00000123374,Gene Expression,ENSG
CDK3,ENSG00000250506,Gene Expression,ENSG
CDK4,ENSG00000135446,Gene Expression,ENSG
CDK5,ENSG00000164885,Gene Expression,ENSG
CDK5RAP1,ENSG00000101391,Gene Expression,ENSG
CDK6,ENSG00000105810,Gene Expression,ENSG
CDK7,ENSG00000134058,Gene Expression,ENSG
CDK8,ENSG00000132964,Gene Expression,ENSG
CDK9,ENSG00000136807,Gene Expression,ENSG
CDKAL1,ENSG00000145996,Gene Expression,ENSG
CDKL1,ENSG00000100490,Gene Expression,ENSG
CDKL3,ENSG00000006837,Gene Expression,ENSG
CDKN1A,ENSG00000124762,Gene Expression,ENSG
CDKN1B,ENSG00000111276,Gene Expression,ENSG
CDKN1C,ENSG00000129757,Gene Expression,ENSG
CDKN2A,ENSG00000147889,Gene Expression,ENSG
CDKN2AIP,ENSG00000168564,Gene Expression,ENSG
CDKN2B,ENSG00000147883,Gene Expression,ENSG
CDKN3,ENSG00000100526,Gene Expression,ENSG
CDR2L,ENSG00000109089,Gene Expression,ENSG
CDSN,ENSG00000204539,Gene Expression,ENSG
CDV3,ENSG00000091527,Gene Expression,ENSG
CDX1,ENSG00000113722,Gene Expression,ENSG
CDX2,ENSG00000165556,Gene Expression,ENSG
CEACAM1,ENSG00000079385,Gene Expression,ENSG
CEACAM3,ENSG00000170956,Gene Expression,ENSG
CEACAM8,ENSG00000124469,Gene Expression,ENSG
CEBPA,ENSG00000245848,Gene Expression,ENSG
CELSR1,ENSG00000075275,Gene Expression,ENSG
CELSR2,ENSG00000143126,Gene Expression,ENSG
CELSR3,ENSG00000008300,Gene Expression,ENSG
CEMIP2,ENSG00000135048,Gene Expression,ENSG
CENPA,ENSG00000115163,Gene Expression,ENSG
CENPB,ENSG00000125817,Gene Expression,ENSG
CENPF,ENSG00000117724,Gene Expression,ENSG
CENPV,ENSG00000166582,Gene Expression,ENSG
CEP112,ENSG00000154240,Gene Expression,ENSG
CEP128,ENSG00000100629,Gene Expression,ENSG
CEP170,ENSG00000143702,Gene Expression,ENSG
CEP19,ENSG00000174007,Gene Expression,ENSG
CEP44,ENSG00000164118,Gene Expression,ENSG
CEP55,ENSG00000138180,Gene Expression,ENSG
CEP85,ENSG00000130695,Gene Expression,ENSG
CES1,ENSG00000198848,Gene Expression,ENSG
CETP,ENSG00000087237,Gene Expression,ENSG
CFAP20,ENSG00000070761,Gene Expression,ENSG
CFAP43,ENSG00000197748,Gene Expression,ENSG
CFAP46,ENSG00000171811,Gene Expression,ENSG
CFAP47,ENSG00000165164,Gene Expression,ENSG
CFB,ENSG00000243649,Gene Expression,ENSG
CFC1,ENSG00000136698,Gene Expression,ENSG
CFDP1,ENSG00000153774,Gene Expression,ENSG
CFH,ENSG00000000971,Gene Expression,ENSG
CFHR1,ENSG00000244414,Gene Expression,ENSG
CFL2,ENSG00000165410,Gene Expression,ENSG
CFLAR,ENSG00000003402,Gene Expression,ENSG
CFP,ENSG00000126759,Gene Expression,ENSG
CFTR,ENSG00000001626,Gene Expression,ENSG
CGAS,ENSG00000164430,Gene Expression,ENSG
CGB3,ENSG00000104827,Gene Expression,ENSG
CGNL1,ENSG00000128849,Gene Expression,ENSG
CGRRF1,ENSG00000100532,Gene Expression,ENSG
CH25H,ENSG00000138135,Gene Expression,ENSG
CHAD,ENSG00000136457,Gene Expression,ENSG
CHAF1A,ENSG00000167670,Gene Expression,ENSG
CHAMP1,ENSG00000198824,Gene Expression,ENSG
CHD3,ENSG00000170004,Gene Expression,ENSG
CHD5,ENSG00000116254,Gene Expression,ENSG
CHD7,ENSG00000171316,Gene Expression,ENSG
CHEK1,ENSG00000149554,Gene Expression,ENSG
CHEK2,ENSG00000183765,Gene Expression,ENSG
CHFR,ENSG00000072609,Gene Expression,ENSG
CHIT1,ENSG00000133063,Gene Expression,ENSG
CHKA,ENSG00000110721,Gene Expression,ENSG
CHMP1A,ENSG00000131165,Gene Expression,ENSG
CHODL,ENSG00000154645,Gene Expression,ENSG
CHRAC1,ENSG00000104472,Gene Expression,ENSG
CHRDL2,ENSG00000054938,Gene Expression,ENSG
CHRM1,ENSG00000168539,Gene Expression,ENSG
CHRM2,ENSG00000181072,Gene Expression,ENSG
CHRM3,ENSG00000133019,Gene Expression,ENSG
CHRM4,ENSG00000180720,Gene Expression,ENSG
CHRM5,ENSG00000184984,Gene Expression,ENSG
CHRNA2,ENSG00000120903,Gene Expression,ENSG
CHRNA3,ENSG00000080644,Gene Expression,ENSG
CHRNA4,ENSG00000101204,Gene Expression,ENSG
CHRNA5,ENSG00000169684,Gene Expression,ENSG
CHRNA6,ENSG00000147434,Gene Expression,ENSG
CHRNA7,ENSG00000175344,Gene Expression,ENSG
CHRNB1,ENSG00000170175,Gene Expression,ENSG
CHRNB2,ENSG00000160716,Gene Expression,ENSG
CHRNB3,ENSG00000147432,Gene Expression,ENSG
CHRNB4,ENSG00000117971,Gene Expression,ENSG
CHST8,ENSG00000124302,Gene Expression,ENSG
CHUK,ENSG00000213341,Gene Expression,ENSG
CIDEC,ENSG00000187288,Gene Expression,ENSG
CIITA,ENSG00000179583,Gene Expression,ENSG
CILP2,ENSG00000160161,Gene Expression,ENSG
CINP,ENSG00000100865,Gene Expression,ENSG
CIP2A,ENSG00000163507,Gene Expression,ENSG
CISD2,ENSG00000145354,Gene Expression,ENSG
CKAP2,ENSG00000136108,Gene Expression,ENSG
CKAP4,ENSG00000136026,Gene Expression,ENSG
CKAP5,ENSG00000175216,Gene Expression,ENSG
CKS2,ENSG00000123975,Gene Expression,ENSG
CLCN3,ENSG00000109572,Gene Expression,ENSG
CLCN4,ENSG00000073464,Gene Expression,ENSG
CLCN5,ENSG00000171365,Gene Expression,ENSG
CLDN1,ENSG00000163347,Gene Expression,ENSG
CLDN11,ENSG00000013297,Gene Expression,ENSG
CLDN18,ENSG00000066405,Gene Expression,ENSG
CLDN5,ENSG00000184113,Gene Expression,ENSG
CLDN7,ENSG00000181885,Gene Expression,ENSG
CLEC10A,ENSG00000132514,Gene Expression,ENSG
CLEC12A,ENSG00000172322,Gene Expression,ENSG
CLEC14A,ENSG00000176435,Gene Expression,ENSG
CLEC16A,ENSG00000038532,Gene Expression,ENSG
CLEC2A,ENSG00000188393,Gene Expression,ENSG
CLEC4A,ENSG00000111729,Gene Expression,ENSG
CLEC4C,ENSG00000198178,Gene Expression,ENSG
CLEC4D,ENSG00000166527,Gene Expression,ENSG
CLEC4M,ENSG00000104938,Gene Expression,ENSG
CLEC5A,ENSG00000258227,Gene Expression,ENSG
CLEC6A,ENSG00000205846,Gene Expression,ENSG
CLEC7A,ENSG00000172243,Gene Expression,ENSG
CLEC9A,ENSG00000197992,Gene Expression,ENSG
CLGN,ENSG00000153132,Gene Expression,ENSG
CLIC3,ENSG00000169583,Gene Expression,ENSG
CLIC4,ENSG00000169504,Gene Expression,ENSG
CLIC6,ENSG00000159212,Gene Expression,ENSG
CLK2,ENSG00000176444,Gene Expression,ENSG
CLK3,ENSG00000179335,Gene Expression,ENSG
CLK4,ENSG00000113240,Gene Expression,ENSG
CLN3,ENSG00000188603,Gene Expression,ENSG
CLN5,ENSG00000102805,Gene Expression,ENSG
CLNK,ENSG00000109684,Gene Expression,ENSG
CLOCK,ENSG00000134852,Gene Expression,ENSG
CLPTM1L,ENSG00000049656,Gene Expression,ENSG
CLPX,ENSG00000166855,Gene Expression,ENSG
CLSTN1,ENSG00000171603,Gene Expression,ENSG
CLSTN3,ENSG00000139182,Gene Expression,ENSG
CLTC,ENSG00000141367,Gene Expression,ENSG
CMA1,ENSG00000092009,Gene Expression,ENSG
CMKLR1,ENSG00000174600,Gene Expression,ENSG
CMSS1,ENSG00000184220,Gene Expression,ENSG
CMTM5,ENSG00000166091,Gene Expression,ENSG
CMTM8,ENSG00000170293,Gene Expression,ENSG
CMYA5,ENSG00000164309,Gene Expression,ENSG
CNDP1,ENSG00000150656,Gene Expression,ENSG
CNGB1,ENSG00000070729,Gene Expression,ENSG
CNGB3,ENSG00000170289,Gene Expression,ENSG
CNIH4,ENSG00000143771,Gene Expression,ENSG
CNKSR3,ENSG00000153721,Gene Expression,ENSG
CNMD,ENSG00000136110,Gene Expression,ENSG
CNNM1,ENSG00000119946,Gene Expression,ENSG
CNNM3,ENSG00000168763,Gene Expression,ENSG
CNOT1,ENSG00000125107,Gene Expression,ENSG
CNP,ENSG00000173786,Gene Expression,ENSG
CNR1,ENSG00000118432,Gene Expression,ENSG
CNR2,ENSG00000188822,Gene Expression,ENSG
CNRIP1,ENSG00000119865,Gene Expression,ENSG
CNST,ENSG00000162852,Gene Expression,ENSG
CNTF,ENSG00000242689,Gene Expression,ENSG
CNTLN,ENSG00000044459,Gene Expression,ENSG
CNTN2,ENSG00000184144,Gene Expression,ENSG
CNTN6,ENSG00000134115,Gene Expression,ENSG
CNTNAP1,ENSG00000108797,Gene Expression,ENSG
CNTNAP3,ENSG00000106714,Gene Expression,ENSG
CNTNAP4,ENSG00000152910,Gene Expression,ENSG
CNTROB,ENSG00000170037,Gene Expression,ENSG
COASY,ENSG00000068120,Gene Expression,ENSG
COBLL1,ENSG00000082438,Gene Expression,ENSG
COCH,ENSG00000100473,Gene Expression,ENSG
COIL,ENSG00000121058,Gene Expression,ENSG
COL10A1,ENSG00000123500,Gene Expression,ENSG
COL11A1,ENSG00000060718,Gene Expression,ENSG
COL12A1,ENSG00000111799,Gene Expression,ENSG
COL17A1,ENSG00000065618,Gene Expression,ENSG
COL18A1,ENSG00000182871,Gene Expression,ENSG
COL1A1,ENSG00000108821,Gene Expression,ENSG
COL1A2,ENSG00000164692,Gene Expression,ENSG
COL23A1,ENSG00000050767,Gene Expression,ENSG
COL25A1,ENSG00000188517,Gene Expression,ENSG
COL2A1,ENSG00000139219,Gene Expression,ENSG
COL4A1,ENSG00000187498,Gene Expression,ENSG
COL4A2,ENSG00000134871,Gene Expression,ENSG
COL4A3,ENSG00000169031,Gene Expression,ENSG
COL4A4,ENSG00000081052,Gene Expression,ENSG
COL4A5,ENSG00000188153,Gene Expression,ENSG
COL5A1,ENSG00000130635,Gene Expression,ENSG
COL5A2,ENSG00000204262,Gene Expression,ENSG
COL7A1,ENSG00000114270,Gene Expression,ENSG
COLEC12,ENSG00000158270,Gene Expression,ENSG
COLQ,ENSG00000206561,Gene Expression,ENSG
COMP,ENSG00000105664,Gene Expression,ENSG
COMT,ENSG00000093010,Gene Expression,ENSG
COPS5,ENSG00000121022,Gene Expression,ENSG
COQ8A,ENSG00000163050,Gene Expression,ENSG
CORIN,ENSG00000145244,Gene Expression,ENSG
CORO1B,ENSG00000172725,Gene Expression,ENSG
CORO1C,ENSG00000110880,Gene Expression,ENSG
CORT,ENSG00000241563,Gene Expression,ENSG
CP,ENSG00000047457,Gene Expression,ENSG
CPA4,ENSG00000128510,Gene Expression,ENSG
CPA5,ENSG00000158525,Gene Expression,ENSG
CPA6,ENSG00000165078,Gene Expression,ENSG
CPB2,ENSG00000080618,Gene Expression,ENSG
CPEB1,ENSG00000214575,Gene Expression,ENSG
CPEB2,ENSG00000137449,Gene Expression,ENSG
CPEB3,ENSG00000107864,Gene Expression,ENSG
CPLX3,ENSG00000213578,Gene Expression,ENSG
CPNE9,ENSG00000144550,Gene Expression,ENSG
CPS1,ENSG00000021826,Gene Expression,ENSG
CPSF6,ENSG00000111605,Gene Expression,ENSG
CPT1A,ENSG00000110090,Gene Expression,ENSG
CPVL,ENSG00000106066,Gene Expression,ENSG
CPXM2,ENSG00000121898,Gene Expression,ENSG
CPZ,ENSG00000109625,Gene Expression,ENSG
CR1,ENSG00000203710,Gene Expression,ENSG
CR2,ENSG00000117322,Gene Expression,ENSG
CRB2,ENSG00000148204,Gene Expression,ENSG
CREB1,ENSG00000118260,Gene Expression,ENSG
CREB3,ENSG00000107175,Gene Expression,ENSG
CREB5,ENSG00000146592,Gene Expression,ENSG
CREBBP,ENSG00000005339,Gene Expression,ENSG
CREG1,ENSG00000143162,Gene Expression,ENSG
CREG2,ENSG00000175874,Gene Expression,ENSG
CRH,ENSG00000147571,Gene Expression,ENSG
CRHR1,ENSG00000120088,Gene Expression,ENSG
CRHR2,ENSG00000106113,Gene Expression,ENSG
CRIPT,ENSG00000119878,Gene Expression,ENSG
CRK,ENSG00000167193,Gene Expression,ENSG
CRKL,ENSG00000099942,Gene Expression,ENSG
CRNDE,ENSG00000245694,Gene Expression,ENSG
CRNN,ENSG00000143536,Gene Expression,ENSG
CRTAC1,ENSG00000095713,Gene Expression,ENSG
CRTAM,ENSG00000109943,Gene Expression,ENSG
CRY2,ENSG00000121671,Gene Expression,ENSG
CRYAA,ENSG00000160202,Gene Expression,ENSG
CRYAB,ENSG00000109846,Gene Expression,ENSG
CRYBB3,ENSG00000100053,Gene Expression,ENSG
CRYBG1,ENSG00000112297,Gene Expression,ENSG
CRYBG3,ENSG00000080200,Gene Expression,ENSG
CRYGC,ENSG00000163254,Gene Expression,ENSG
CRYGS,ENSG00000213139,Gene Expression,ENSG
CRYZ,ENSG00000116791,Gene Expression,ENSG
CRYZL1,ENSG00000205758,Gene Expression,ENSG
CSE1L,ENSG00000124207,Gene Expression,ENSG
CSF1,ENSG00000184371,Gene Expression,ENSG
CSF1R,ENSG00000182578,Gene Expression,ENSG
CSF2,ENSG00000164400,Gene Expression,ENSG
CSF2RA,ENSG00000198223,Gene Expression,ENSG
